,level,text
664,1 - Low,yesterday 940 channel migrant land border farc rnli 40000 far thi year 'poor desper people' 90 men 83 young men recent 60 albanian 100 unknown brought uk govern locat around countri settl everi area england here' celebr immin arriv colonis england paid time defendenglandꓥ decoloniseengland
665,2 - Mid,victoria like cannon hinnant british scandinavian girl groom muslim approxim 24000 white women rape yearli black us one million white peopl die hand antiwhit truth say name white man
666,3 - High,black demon wa enviou thi beauti white wa someth thi black creatur could never wa unattain must'v pain everi day put child' hair ponytail someth cours could never frizzi
667,1 - Low,divers forc wherev there'r mani white anyth requir divers white divers final solut white problem whitegenocid
668,1 - Low,where' corn pop need
669,1 - Low,without jew possibl endless
670,1 - Low,america liter worship black peopl
671,1 - Low,let' play dumb peopl kvetch thenot would celebr kanyeisright wa talk white peopl
672,1 - Low,kany right jew display outsid build ufuga game jacksonvil fl saturday night
673,1 - Low,kanyeisright
674,2 - Mid,happen real christian
675,3 - High,amus jew proud histori religion peopl lol cockroach kill million cockroach dehuman entir group peopl systemat slaughter cockroach expir onc america goe
676,2 - Mid,hail victori brother
677,1 - Low,fuck kike everi fuck time thejew
678,1 - Low,thi jew thing realli blow said ye disproportion repres media bank hollywood also disproportion repres medicin becaus smart boom end instead rage intoler ani critic ha led low iq commun believ worst possibl interpret ye wa say
679,1 - Low,whitelivesmatt
680,1 - Low,divers mean less white nhl get f 84 white nba get 82 black
681,1 - Low,oy vey… 1 proud boy disavow jan 6 whi member went civilian cloth civilian 2 jada pinkett smith monkey joke wa brilliant parodi oscarssowhit rant wa actual parodi racism 3 obvious never deni holocaust explain holocaust denier say number wa much smaller came starvat im advoc view explain level rigor modern academia astrolog level
682,1 - Low,kidshandingmoneytodragqueen thing still go everi fuck day check feed happen right stand pleas dont hurt anyon anyth illeg let know thi isnt happen
683,4 - Very High,nah peopl gotta get hurt noth els work
684,4 - Very High,need made exampl im think line lavinia
685,1 - Low,make deal devil chang mind walk away kill that' deal make tongu remov throat cut period thejew satan
686,1 - Low,netherland 🇳🇱 today dutch done absurd elit fairytal king peasant great awaken 🚨 royal
687,1 - Low,nigger ruin everyth
688,1 - Low,⚠️🛑attent parents🛑 ❌we must let cr🏴‍☠️m🏴‍☠️nal run c🏴‍☠️untry‼️ imagin act can't see abort jewish religi sacrament aoc rrreeeeee join📡🔊🛰️👇
689,1 - Low,object kill wytpipo first particular christian gun rest cattl compli whatev cabal tell join📡🔊🛰️👇
690,1 - Low,fuck modern day feminist say jewish anyway veri mental unstabl feminin tradit white women best
691,1 - Low,georg floyd die fentanyl come china distribut ms13 littl rioter know protest commun open border
692,1 - Low,he' also got dwi aid
693,1 - Low,he' snivel commi faggot matter hi name
694,1 - Low,brother christ heard jew
695,1 - Low,jewish popul
696,1 - Low,gay marriag vote happen cuba today god said
697,1 - Low,kike
698,1 - Low,know… jew suck
699,1 - Low,left make least one accus isnt straw man proud boy white supremacist want eras tran phobic homosexu follow qanon dont want black succeed petrifi white becom minor alleg make trump even absurd… said mexican rapist said nazi good peopl said grab women pussi etc get one real valid alleg
700,1 - Low,proud boy max hare john kinsman get 4 year beat antifa member jump antifa get charg beat two hispan marin thought proud boy da case soro appoint
701,1 - Low,nig nog driver portland last year kill guy said wa call nig charg even file
702,1 - Low,peopl say there' war white
703,1 - Low,fuck antifa scum🖕🖕🖕 antifa
704,1 - Low,better yet beat shit actual da consid much treason commit
705,1 - Low,give fuck thousand higher countri either commit treason accomplic treason peopl need ball back sympathi use idiot live mean noth know peac must kept sinc retali would ridicul everi last one live worth million live
706,1 - Low,henri winkler hi audit fonz imit stallon thi movi work began long legaci jew act like stupid italian
707,1 - Low,radic left demand white women take racial grievanc torch use privileg good work got trump trudeau indemnifi blm freed antifa etc left went fuck bitch never trust marxist
708,1 - Low,it' kick leicest gang muslim mani travel citi clash hindu commun invit third world countri get third world countri
709,1 - Low,imag post
710,2 - Mid,gay marriag wasnt share bliss matrimoni wa destroy
711,1 - Low,befor
712,1 - Low,histori white israel' wander anglo saxon race form uniti german celtic teuton peopl disclaim jew white white jew jew canaanit edomit asiat negroid mongrel offspr white israelit men colour asiat savag
713,1 - Low,wa never go day it' plan year year depopul worldwid white race first gen0cid
714,1 - Low,believ thi school glasgow scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🤬 thi clearli genøcid wake scotland
715,1 - Low,white genocid
716,3 - High,meanwhil savag nigger commit horrif crime drag queen tri indoctrin children pedophil roam free yet worri golf ball bet wa nigger throw footbal canyon would get offer sponsorship kike compani countri live
717,1 - Low,ye that' right covid made like jew 🙄 want advoc even know ani jew let' honest knew ani kike would hate
718,4 - Very High,let' hang nigger halloween decor
719,4 - Very High,best bait coon hunt season hmu tip
720,3 - High,imagin consid creatur human 😑😑
721,1 - Low,gender use like twin tower use two it' sensit subject
722,1 - Low,know hate thi simpl breakdown jew bastard histori thi wa well done deserv like make sure leav one
723,3 - High,nigger tri invad white area shoo nigger shoo
724,4 - Very High,fuck hate faggot hate even faggot invad church spread degeneraci till congreg ha corrupt evil fuck burn
725,1 - Low,amnesti call death want us camp fuck jewish puppet
726,1 - Low,gener lineag canaanit absolut degener child sacrif anim bibl live modern jew arab thi could explain disgust behavior tradit
727,1 - Low,tranni divin resurrect death would care test
728,1 - Low,ive said onc befor ill say turk alway jewish pet
729,1 - Low,proud see serbian fight cop protect faggot euro pride woe ☦️
730,1 - Low,antisemit courag remot honest world power protect peopl
731,1 - Low,imag post
732,2 - Mid,enemi work tirelessli prevent white men attain greatest sens purpos belong man could ever achiev see brother unit struggl engag metapolit war wish see peopl dead stake never high cannot offer easi life promis etern brotherhood fulfil legaci come engag thi war surviv highest degre sustain possibl join us
733,1 - Low,jewishween 👻
734,1 - Low,' love jew show true color stuff like thi great red pill normi especi evangelicuck rev 39
735,1 - Low,' redpil normi great work mr molygew
736,2 - Mid,nation socialist network activist attend french embassi victoria demonstr pay respect 12 year old french girl lola daviet wa brutal rape murder dismemb algerian immigr wa franc illeg stori like thi onli becom frequent europ overrun third world vermin nativ white european increasingli find themselv victim jewish multicultur mani white girl must rape kill befor take europ back european situat onli continu worsen enough white men awaken remov shitskin homeland one come save us duti rest sole upon us save nation folk negoti parasit spawn traitor govern one day held respons evil commit white revolut onli solut
737,1 - Low,dont care taghut kuffar never fulli beat islam muslim get unit beat kuffar
738,1 - Low,migrant behav primit ostend throw trash sea bottl diaper like barbarian omvolk oostend
739,1 - Low,ostend better time befor great geplac oostend omvolk
740,1 - Low,ostend 2022 dure genocid substitut nativ belgian replac predominantli afroarab muslim migrant omvolk oostend
741,4 - Very High,start kill nigger jew get pretti fuck tire let exist gun what' stop pussi spill blood negroid matza street
742,1 - Low,thi award israel peopl call racial supremacist religion liter normal casual slaveri inferior race goyim judaism teach goyim closer anim jew goyim supremacist
743,3 - High,jewnit cuckstat anegrikkka sourc everyth bad world social polit whatev >inb4 hurr argentina rais fair point you'r overlook main issu let explain argaytina piec nigger shit useless countri niggertinian peopl despic subhuman useless shitblood browngoloid surfac earth argaytinian walk anthropomorph mountain shit whose cadavr even use manur browngentina giant radioact scat dungeon nuke glass repeat oper one million time noth remain place least one million eon viru target onli niggertinian hominid creat assur extermin everi singl argaytinian piec turd subhuman roam noth thi giant latrin remain record histori argaytinian flag look like tran flag becaus thi countri useless dick crippl subhuman whose blood even touch earth would contamin ruin forev vapor weapon would best kind thing use argaytinian cockroach fulli delet thi plane fuck fuck fuck thid nigger piec shit useless shithol countri fuck everi singl niggertinian ape dead parent ancestor rape sister kill mother everi humanoid trash call famili
744,2 - Mid,📜the summari last night' audio speech 🎧 sheikh abu umar almuhajir may allah safeguard offici spokesman caliph 🗓ramadan greet ummah mohammad ⚔the battl aveng two sheikh launch 17th night ramadan exact night battl badr took place 1441 year ago 🎯alaqsa rest muslim land would onli liber peopl true tawhe nationalist agent tawagheet five messag 📌for brave soldier loyal support caliph prison men women salam caliph abu alhassan alhashemi lot good wish word motiv 📌for onc rank mujahideen sat back tast honor glori jihad could live without tranquil call join back 📌for sat back jihad son ummah altogeth jihad oblig upon onli way lost glori ummah remov corrupt apost tawagheet jihad 📌for nation kufr apostasi remain fight sake allah' religion shirk anymor repent still got ani sens 📌for great warrior islam lone wolv caliph land cross advanc never ceas heal heart enrag enemi islam prayer good wish lion tawhe palestin terrifi jew recent sᴏɴsᴏғᴋʜɪʟᴀᴀғᴀʜ continueyourincit
745,1 - Low,peopl power muslim armi democrat system ha fail ha collaps muslim utmost duti give nussrah hizb ut tahrir establish khilafah rejectdemocracyestablishkhilafah
746,1 - Low,fag liter public health hazard peopl alreadi std got monkeypox aid
747,1 - Low,ya murtad expect muslim give jihad let kuffar take land kind keep ask american master start second invas afghanistan problem afghan show resist
